2.8.0+cu126
Start Training......
2025-09-05 21:21:40,612 INFO     Model: RotatE
2025-09-05 21:37:37,473 INFO     Training average current_temperature at step 2400: 0.010000
2025-09-05 21:38:03,733 INFO     Change learning_rate to 0.000005 at step 2500
2025-09-05 21:38:03,733 INFO     Training average positive_sample_loss at step 2500: 0.291777
2025-09-05 21:38:03,733 INFO     Training average negative_sample_loss at step 2500: 0.237062
2025-09-05 21:38:03,733 INFO     Training average loss at step 2500: 0.264420
2025-09-05 21:38:03,733 INFO     Training average current_temperature at step 2500: 0.010000
2025-09-05 21:38:29,854 INFO     Training average positive_sample_loss at step 2600: 0.297728
2025-09-05 21:38:29,854 INFO     Training average negative_sample_loss at step 2600: 0.221153
2025-09-05 21:38:29,854 INFO     Training average loss at step 2600: 0.259440
2025-09-05 21:38:29,854 INFO     Training average current_temperature at step 2600: 0.010000
2025-09-05 21:38:59,010 INFO     Training average positive_sample_loss at step 2700: 0.284679
2025-09-05 21:38:59,010 INFO     Training average negative_sample_loss at step 2700: 0.218153
2025-09-05 21:38:59,010 INFO     Training average loss at step 2700: 0.251416
2025-09-05 21:38:59,010 INFO     Training average current_temperature at step 2700: 0.010000
2025-09-05 21:39:25,406 INFO     Training average positive_sample_loss at step 2800: 0.264340
2025-09-05 21:39:25,407 INFO     Training average negative_sample_loss at step 2800: 0.215369
2025-09-05 21:39:25,407 INFO     Training average loss at step 2800: 0.239855
2025-09-05 21:39:25,407 INFO     Training average current_temperature at step 2800: 0.010000
2025-09-05 21:39:52,261 INFO     Training average positive_sample_loss at step 2900: 0.265921
2025-09-05 21:39:52,261 INFO     Training average negative_sample_loss at step 2900: 0.213920
2025-09-05 21:39:52,261 INFO     Training average loss at step 2900: 0.239920
2025-09-05 21:39:52,261 INFO     Training average current_temperature at step 2900: 0.010000
2025-09-05 21:40:18,463 INFO     Training average positive_sample_loss at step 3000: 0.265516
2025-09-05 21:40:18,463 INFO     Training average negative_sample_loss at step 3000: 0.213619
2025-09-05 21:40:18,463 INFO     Training average loss at step 3000: 0.239567
2025-09-05 21:40:18,464 INFO     Training average current_temperature at step 3000: 0.010000
2025-09-05 21:40:44,678 INFO     Training average positive_sample_loss at step 3100: 0.265090
2025-09-05 21:40:44,678 INFO     Training average negative_sample_loss at step 3100: 0.211110
2025-09-05 21:40:44,678 INFO     Training average loss at step 3100: 0.238100
2025-09-05 21:40:44,678 INFO     Training average current_temperature at step 3100: 0.010000
2025-09-05 21:41:13,551 INFO     Training average positive_sample_loss at step 3200: 0.263251
2025-09-05 21:41:13,552 INFO     Training average negative_sample_loss at step 3200: 0.210953
2025-09-05 21:41:13,552 INFO     Training average loss at step 3200: 0.237102
2025-09-05 21:41:13,552 INFO     Training average current_temperature at step 3200: 0.010000
2025-09-05 21:41:40,119 INFO     Training average positive_sample_loss at step 3300: 0.255613
2025-09-05 21:41:40,120 INFO     Training average negative_sample_loss at step 3300: 0.209627
2025-09-05 21:41:40,120 INFO     Training average loss at step 3300: 0.232620
2025-09-05 21:41:40,120 INFO     Training average current_temperature at step 3300: 0.010000
2025-09-05 21:42:07,023 INFO     Training average positive_sample_loss at step 3400: 0.255525
2025-09-05 21:42:07,024 INFO     Training average negative_sample_loss at step 3400: 0.207521
2025-09-05 21:42:07,024 INFO     Training average loss at step 3400: 0.231523
2025-09-05 21:42:07,024 INFO     Training average current_temperature at step 3400: 0.010000
2025-09-05 21:42:33,279 INFO     Training average positive_sample_loss at step 3500: 0.256291
2025-09-05 21:42:33,280 INFO     Training average negative_sample_loss at step 3500: 0.205962
2025-09-05 21:42:33,280 INFO     Training average loss at step 3500: 0.231127
2025-09-05 21:42:33,280 INFO     Training average current_temperature at step 3500: 0.010000
2025-09-05 21:42:59,449 INFO     Training average positive_sample_loss at step 3600: 0.255826
2025-09-05 21:42:59,449 INFO     Training average negative_sample_loss at step 3600: 0.205352
2025-09-05 21:42:59,449 INFO     Training average loss at step 3600: 0.230589
2025-09-05 21:42:59,449 INFO     Training average current_temperature at step 3600: 0.010000
2025-09-05 21:43:25,830 INFO     Training average positive_sample_loss at step 3700: 0.256239
2025-09-05 21:43:25,830 INFO     Training average negative_sample_loss at step 3700: 0.204452
2025-09-05 21:43:25,830 INFO     Training average loss at step 3700: 0.230346
2025-09-05 21:43:25,830 INFO     Training average current_temperature at step 3700: 0.010000
2025-09-05 21:43:55,476 INFO     Training average positive_sample_loss at step 3800: 0.248730
2025-09-05 21:43:55,479 INFO     Training average negative_sample_loss at step 3800: 0.202911
2025-09-05 21:43:55,479 INFO     Training average loss at step 3800: 0.225821
2025-09-05 21:43:55,480 INFO     Training average current_temperature at step 3800: 0.010000
2025-09-05 21:44:21,737 INFO     Training average positive_sample_loss at step 3900: 0.248154
2025-09-05 21:44:21,738 INFO     Training average negative_sample_loss at step 3900: 0.201374
2025-09-05 21:44:21,742 INFO     Training average loss at step 3900: 0.224764
2025-09-05 21:44:21,742 INFO     Training average current_temperature at step 3900: 0.010000
2025-09-05 21:44:48,724 INFO     Training average positive_sample_loss at step 4000: 0.248187
2025-09-05 21:44:48,726 INFO     Training average negative_sample_loss at step 4000: 0.201337
2025-09-05 21:44:48,726 INFO     Training average loss at step 4000: 0.224762
2025-09-05 21:44:48,726 INFO     Training average current_temperature at step 4000: 0.010000
2025-09-05 21:45:15,043 INFO     Training average positive_sample_loss at step 4100: 0.248132
2025-09-05 21:45:15,043 INFO     Training average negative_sample_loss at step 4100: 0.199804
2025-09-05 21:45:15,043 INFO     Training average loss at step 4100: 0.223968
2025-09-05 21:45:15,043 INFO     Training average current_temperature at step 4100: 0.010000
2025-09-05 21:45:41,314 INFO     Training average positive_sample_loss at step 4200: 0.248339
2025-09-05 21:45:41,315 INFO     Training average negative_sample_loss at step 4200: 0.198853
2025-09-05 21:45:41,315 INFO     Training average loss at step 4200: 0.223596
2025-09-05 21:45:41,315 INFO     Training average current_temperature at step 4200: 0.010000
2025-09-05 21:46:10,479 INFO     Training average positive_sample_loss at step 4300: 0.245001
2025-09-05 21:46:10,480 INFO     Training average negative_sample_loss at step 4300: 0.197952
2025-09-05 21:46:10,480 INFO     Training average loss at step 4300: 0.221477
2025-09-05 21:46:10,480 INFO     Training average current_temperature at step 4300: 0.010000
2025-09-05 21:46:36,932 INFO     Training average positive_sample_loss at step 4400: 0.240688
2025-09-05 21:46:36,932 INFO     Training average negative_sample_loss at step 4400: 0.196333
2025-09-05 21:46:36,932 INFO     Training average loss at step 4400: 0.218511
2025-09-05 21:46:36,932 INFO     Training average current_temperature at step 4400: 0.010000
2025-09-05 21:47:04,032 INFO     Training average positive_sample_loss at step 4500: 0.240464
2025-09-05 21:47:04,032 INFO     Training average negative_sample_loss at step 4500: 0.195133
2025-09-05 21:47:04,033 INFO     Training average loss at step 4500: 0.217798
2025-09-05 21:47:04,033 INFO     Training average current_temperature at step 4500: 0.010000
2025-09-05 21:47:30,364 INFO     Training average positive_sample_loss at step 4600: 0.240627
2025-09-05 21:47:30,364 INFO     Training average negative_sample_loss at step 4600: 0.193872
2025-09-05 21:47:30,364 INFO     Training average loss at step 4600: 0.217249
2025-09-05 21:47:30,364 INFO     Training average current_temperature at step 4600: 0.010000
2025-09-05 21:47:56,694 INFO     Training average positive_sample_loss at step 4700: 0.240287
2025-09-05 21:47:56,694 INFO     Training average negative_sample_loss at step 4700: 0.192712
2025-09-05 21:47:56,694 INFO     Training average loss at step 4700: 0.216500
2025-09-05 21:47:56,694 INFO     Training average current_temperature at step 4700: 0.010000
2025-09-05 21:48:25,590 INFO     Training average positive_sample_loss at step 4800: 0.239013
2025-09-05 21:48:25,590 INFO     Training average negative_sample_loss at step 4800: 0.191600
2025-09-05 21:48:25,591 INFO     Training average loss at step 4800: 0.215306
2025-09-05 21:48:25,591 INFO     Training average current_temperature at step 4800: 0.010000
2025-09-05 21:48:52,144 INFO     Training average positive_sample_loss at step 4900: 0.232752
2025-09-05 21:48:52,144 INFO     Training average negative_sample_loss at step 4900: 0.190746
2025-09-05 21:48:52,144 INFO     Training average loss at step 4900: 0.211749
2025-09-05 21:48:52,144 INFO     Training average current_temperature at step 4900: 0.010000
2025-09-05 21:49:26,773 INFO     Evaluating on Valid Dataset...
2025-09-05 21:49:27,884 INFO     Evaluating the model... (0/2192)
2025-09-05 21:51:47,656 INFO     Evaluating the model... (1000/2192)
2025-09-05 21:54:02,903 INFO     Evaluating the model... (2000/2192)
2025-09-05 21:54:28,412 INFO     Valid MRR at step 4999: 0.226018
2025-09-05 21:54:28,412 INFO     Valid MR at step 4999: 965.645737
2025-09-05 21:54:28,413 INFO     Valid HITS@1 at step 4999: 0.157371
2025-09-05 21:54:28,413 INFO     Valid HITS@3 at step 4999: 0.249530
2025-09-05 21:54:28,413 INFO     Valid HITS@10 at step 4999: 0.359652
2025-09-05 21:54:28,413 INFO     Evaluating on Test Dataset...
2025-09-05 21:54:29,598 INFO     Evaluating the model... (0/2560)
2025-09-05 21:56:45,773 INFO     Evaluating the model... (1000/2560)
2025-09-05 21:59:03,990 INFO     Evaluating the model... (2000/2560)
2025-09-05 22:00:18,470 INFO     Test MRR at step 4999: 0.222537
2025-09-05 22:00:18,470 INFO     Test MR at step 4999: 989.006523
2025-09-05 22:00:18,470 INFO     Test HITS@1 at step 4999: 0.153670
2025-09-05 22:00:18,470 INFO     Test HITS@3 at step 4999: 0.245431
2025-09-05 22:00:18,470 INFO     Test HITS@10 at step 4999: 0.356420
